,BDFDB,BDPRP,BFFDB,BFPRP,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NCPRB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WWPRB,WYTCB,CO2,CurrentAssistance,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,TargetAssistance
50,0.0,0.0,0.0,0.0,2447181.0,25.589,95633.0,5.717,0.0,0.0,32.0,12907.0,25858.0,1562536.0,1.188,1315248.0,0.0,66157.0,11572.0,37954.0,93.0,4113828.0,768657.0,0.0,11941.0,11941.0,155.0,12096.0,12825.0,91.96307825,491426.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,614068.0
51,0.0,0.0,9206.0,1615.0,0.0,0.0,0.0,5.722,9206.0,1615.0,2167.0,83395.0,109756.0,5208.0,1.123,4637.0,0.0,1230.0,215.0,151509.0,390.0,157946.0,540164.0,0.0,31050.0,31050.0,1497.0,32547.0,23804.0,18.3418212,1317624.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988061.0
52,0.0,0.0,9367.0,1643.0,0.0,0.0,0.0,5.723,9367.0,1643.0,2280.0,98306.0,128436.0,4192.0,1.106,3791.0,0.0,521.0,91.0,173010.0,4405.0,177723.0,557104.0,0.0,33266.0,33266.0,1941.0,35206.0,23444.0,18.70279024,988061.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198524.0
53,0.0,0.0,8871.0,1554.0,0.0,0.0,0.0,5.717,8871.0,1554.0,2207.0,81603.0,105046.0,1192.0,1.106,1078.0,0.0,172.0,30.0,153503.0,81.0,154866.0,540252.0,0.0,32130.0,32130.0,7455.0,39585.0,21156.0,18.03591394,1895904.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317624.0
54,0.0,0.0,21669.0,3801.0,0.0,0.0,0.0,5.722,21669.0,3801.0,1185.0,248232.0,296467.0,13942.0,1.031,13523.0,434791.0,1287.0,225.0,412994.0,10674.0,863014.0,3768794.0,0.0,61123.0,61123.0,33736.0,94858.0,36376.0,170.1509065,2403723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789556.0
55,0.0,0.0,21022.0,3687.0,0.0,0.0,0.0,5.723,21022.0,3687.0,1185.0,277725.0,330933.0,11760.0,1.032,11395.0,441029.0,1105.0,193.0,447680.0,13919.0,901574.0,3776092.0,0.0,60164.0,60164.0,35562.0,95725.0,38105.0,165.8301752,789556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13144827.0
56,13.0,2.0,19793.0,3467.0,0.0,0.0,0.0,5.717,19780.0,3465.0,1185.0,242429.0,288404.0,17879.0,1.032,17325.0,466457.0,1635.0,286.0,409139.0,7729.0,895110.0,3838544.0,0.0,67532.0,67532.0,33410.0,100942.0,37061.0,174.3599244,5040800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403723.0
57,12981.0,2389.0,166925.0,29390.0,654493.0,22.752,28767.0,5.722,153944.0,27001.0,4647.0,3935.0,56205.0,6441.0,1.038,6205.0,0.0,10397.0,1817.0,257458.0,2391.0,928789.0,2777075.0,0.0,17951.0,17951.0,16378.0,34328.0,45232.0,181.8275677,11391681.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4052088.0
58,12711.0,2340.0,169356.0,29811.0,713397.0,22.668,31472.0,5.723,156644.0,27471.0,4647.0,2820.0,57387.0,6168.0,1.043,5914.0,0.0,10181.0,1779.0,260439.0,3032.0,990185.0,2674436.0,0.0,17548.0,17548.0,16148.0,33696.0,46889.0,175.8904931,4052088.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700232.0
59,11841.0,2179.0,155552.0,27354.0,776493.0,22.641,34295.0,5.717,143711.0,25175.0,4647.0,3553.0,51990.0,7446.0,1.027,7250.0,0.0,12686.0,2219.0,242141.0,1714.0,1038766.0,2826490.0,0.0,18061.0,18061.0,16538.0,34599.0,42077.0,187.2335142,2525723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11391681.0
60,0.0,0.0,19461.0,3413.0,270920.0,21.444,12634.0,5.722,19461.0,3413.0,759.0,17565.0,114808.0,1981005.0,1.175,1685756.0,0.0,663969.0,116038.0,149600.0,9509.0,3065494.0,1470307.0,0.0,14233.0,14233.0,1098.0,15331.0,86977.0,88.42427593,1800615.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385451.0
61,0.0,0.0,19828.0,3477.0,320001.0,21.267,15047.0,5.723,19828.0,3477.0,759.0,17479.0,118027.0,2028824.0,1.189,1706364.0,0.0,744780.0,130138.0,153379.0,13973.0,3246984.0,1477307.0,0.0,14434.0,14434.0,1090.0,15524.0,85816.0,88.77624019,1385451.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29876375.0
62,0.0,0.0,19861.0,3479.0,403605.0,21.379,18879.0,5.717,19861.0,3479.0,759.0,15098.0,91789.0,1965188.0,1.164,1688733.0,0.0,698737.0,122221.0,126586.0,6270.0,3194117.0,1501006.0,0.0,13804.0,13804.0,1133.0,14936.0,69662.0,91.30387161,1658730.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800615.0
63,1394.0,257.0,6548.0,1161.0,0.0,0.0,0.0,0.0,5153.0,904.0,2928.0,318960.0,391102.0,848.0,1.059,801.0,0.0,0.0,0.0,468111.0,3140.0,468959.0,988158.0,0.0,64827.0,64827.0,5634.0,70461.0,66075.0,37.66506368,104123811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137275588.0
64,1481.0,273.0,7011.0,1242.0,0.0,0.0,0.0,0.0,5530.0,970.0,2839.0,352802.0,417834.0,700.0,1.062,659.0,0.0,0.0,0.0,501442.0,4827.0,502142.0,1041344.0,0.0,70785.0,70785.0,5813.0,76598.0,57366.0,38.79038331,137275588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3286698.0
65,1183.0,218.0,6587.0,1164.0,0.0,0.0,0.0,0.0,5404.0,947.0,2898.0,291255.0,358382.0,889.0,1.048,848.0,0.0,0.0,0.0,438941.0,2430.0,439830.0,971766.0,0.0,67931.0,67931.0,6041.0,73972.0,61799.0,37.89416845,6478283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104123811.0
66,8675.0,1597.0,88369.0,15575.0,309088.0,24.601,12564.0,5.722,79695.0,13978.0,3435.0,4619.0,21425.0,1647241.0,1.146,1437285.0,175893.0,123595.0,21600.0,166682.0,1874.0,2422499.0,3667777.0,0.0,41902.0,41902.0,14986.0,56888.0,11497.0,205.3227286,775584.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10274821.0
67,9117.0,1678.0,92214.0,16251.0,233560.0,24.614,9489.0,5.723,83098.0,14573.0,3435.0,2555.0,23060.0,2009410.0,1.122,1791359.0,184997.0,114517.0,20010.0,167037.0,2435.0,2709522.0,3616508.0,0.0,36933.0,36933.0,14829.0,51762.0,14635.0,205.0608887,10274821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6168918.0
68,6914.0,1273.0,84018.0,14780.0,417682.0,24.51,17041.0,5.717,77105.0,13507.0,3435.0,4256.0,20579.0,1171552.0,1.163,1007270.0,181726.0,152650.0,26701.0,164904.0,1678.0,2088513.0,3708157.0,0.0,45462.0,45462.0,14845.0,60307.0,11211.0,211.1966253,2513363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775584.0
69,171.0,31.0,67755.0,11885.0,617.0,23.051,27.0,5.722,67585.0,11854.0,974.0,282.0,131653.0,281646.0,1.151,244795.0,86245.0,217116.0,37944.0,205800.0,125.0,791424.0,1092806.0,0.0,3973.0,3973.0,2418.0,6391.0,130272.0,62.60936987,1440764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454281.0
70,147.0,27.0,69485.0,12187.0,0.0,0.0,0.0,5.723,69338.0,12160.0,974.0,269.0,172818.0,257200.0,1.171,219639.0,111367.0,205026.0,35825.0,248533.0,231.0,822127.0,1075697.0,0.0,3566.0,3566.0,2664.0,6230.0,171344.0,59.03202784,1454281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041662.0
71,288.0,53.0,66484.0,11649.0,4387.0,22.026,199.0,5.717,66196.0,11596.0,974.0,177.0,103733.0,318548.0,1.121,284184.0,90254.0,260015.0,45481.0,177374.0,87.0,850580.0,1101677.0,0.0,4487.0,4487.0,2671.0,7158.0,102495.0,64.51256023,2548830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440764.0
72,0.0,0.0,0.0,0.0,310453.0,22.223,13970.0,5.722,0.0,0.0,5287.0,7012.0,31057.0,401909.0,1.1,365269.0,0.0,174681.0,30528.0,36562.0,11167.0,923606.0,807711.0,0.0,3981.0,3981.0,1523.0,5504.0,7591.0,58.82516698,612804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15437033.0
73,0.0,0.0,0.0,0.0,317768.0,22.182,14326.0,5.723,0.0,0.0,5239.0,11919.0,48162.0,346868.0,1.1,315211.0,0.0,197089.0,34438.0,53282.0,23097.0,915007.0,827453.0,0.0,3910.0,3910.0,1211.0,5120.0,7907.0,59.03113555,15437033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,668749.0
74,9.0,2.0,9.0,2.0,325216.0,22.555,14419.0,5.717,0.0,0.0,4811.0,7164.0,18788.0,461219.0,1.106,417020.0,0.0,212307.0,37136.0,23993.0,980.0,1022734.0,798313.0,0.0,3765.0,3765.0,1430.0,5195.0,5833.0,63.61302159,1243588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,612804.0
75,0.0,0.0,154087.0,27026.0,0.0,0.0,0.0,5.722,154087.0,27026.0,1868.0,44365.0,80538.0,511.0,1.124,455.0,0.0,8045.0,1406.0,237289.0,15.0,245846.0,388097.0,0.0,2146.0,2146.0,519.0,2665.0,34290.0,14.80376576,76031784.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3225820.0
76,0.0,0.0,160796.0,28199.0,0.0,0.0,0.0,5.723,160796.0,28199.0,1868.0,48419.0,77574.0,531.0,1.115,476.0,0.0,7463.0,1304.0,241029.0,32.0,249023.0,394141.0,0.0,2116.0,2116.0,544.0,2660.0,27255.0,14.65586638,3225820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3826069.0
77,0.0,0.0,152177.0,26658.0,0.0,0.0,0.0,5.717,152177.0,26658.0,1868.0,45202.0,70354.0,614.0,1.111,552.0,0.0,9507.0,1663.0,225499.0,10.0,235620.0,389999.0,0.0,2545.0,2545.0,424.0,2968.0,23274.0,14.13943764,3577721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76031784.0
78,0.0,0.0,0.0,0.0,246549.0,18.48,13341.0,5.722,0.0,0.0,499.0,1366.0,43741.0,1422598.0,1.157,1229647.0,0.0,839040.0,146634.0,54822.0,8591.0,2563009.0,673638.0,0.0,10673.0,10673.0,407.0,11080.0,33285.0,48.84541366,2015514.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5893114.0
79,0.0,0.0,0.0,0.0,257710.0,18.616,13844.0,5.723,0.0,0.0,487.0,1780.0,57673.0,1506770.0,1.159,1299732.0,0.0,986514.0,172377.0,67408.0,13076.0,2818402.0,684366.0,0.0,9312.0,9312.0,423.0,9735.0,42330.0,49.62030346,5893114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755535.0
80,0.0,0.0,0.0,0.0,357525.0,18.168,19679.0,5.717,0.0,0.0,458.0,927.0,28119.0,1436329.0,1.154,1245145.0,0.0,846659.0,148095.0,38811.0,7257.0,2679324.0,681082.0,0.0,10131.0,10131.0,561.0,10692.0,19477.0,50.69183199,1126396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015514.0
81,5872.0,1081.0,32765.0,5798.0,0.0,0.0,0.0,5.722,26893.0,4717.0,107912.0,267194.0,767360.0,234094.0,1.142,205025.0,197754.0,1064744.0,186079.0,929692.0,267538.0,2426284.0,7647955.0,0.0,89236.0,89236.0,40332.0,129568.0,124715.0,353.3561319,59755992.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30392556.0
82,5436.0,1001.0,34240.0,6052.0,0.0,0.0,0.0,5.723,28804.0,5051.0,108637.0,390292.0,957430.0,240221.0,1.131,212458.0,187227.0,992385.0,173403.0,1122218.0,340363.0,2542051.0,7766193.0,0.0,87833.0,87833.0,42714.0,130548.0,118138.0,356.5165476,30392556.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28208367.0
83,4057.0,747.0,30601.0,5397.0,0.0,0.0,0.0,5.717,26544.0,4650.0,112878.0,128681.0,567365.0,271086.0,1.146,236648.0,193529.0,1150741.0,201284.0,737527.0,211839.0,2352883.0,7525491.0,0.0,98852.0,98852.0,40708.0,139561.0,113967.0,351.408516,30077512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59755992.0
84,425.0,78.0,425.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,40779.0,75202.0,0.0,0.0,0.0,447500.0,0.0,0.0,199520.0,33397.0,647020.0,2619589.0,17887.0,114422.0,96534.0,9472.0,123894.0,58.0,124.895788,190472938.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235434075.0
85,222.0,41.0,222.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,35175.0,89578.0,0.0,0.0,0.0,443192.0,0.0,0.0,215578.0,49099.0,658771.0,2575147.0,17708.0,115730.0,98021.0,10048.0,125778.0,4337.0,121.1493749,235434075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141776088.0
86,256.0,47.0,256.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,44191.0,59028.0,0.0,0.0,0.0,440248.0,0.0,0.0,170008.0,13870.0,610256.0,2595919.0,0.0,101592.0,101592.0,9132.0,110724.0,0.0,124.7782841,202376181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190472938.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722,0.0,0.0,32506.0,16518.0,85523.0,3.0,1.041,3.0,0.0,1585.0,277.0,88587.0,33324.0,90175.0,727193.0,0.0,2291.0,2291.0,773.0,3064.0,3175.0,39.97099675,54082.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311016629.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.723,0.0,0.0,31876.0,16700.0,94965.0,3.0,1.039,3.0,0.0,1637.0,286.0,98128.0,43060.0,99768.0,757955.0,0.0,2320.0,2320.0,843.0,3163.0,3329.0,40.20696595,311016629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535889.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.717,0.0,0.0,30535.0,21099.0,72737.0,4.0,1.042,4.0,0.0,1606.0,281.0,75369.0,18216.0,76979.0,697627.0,0.0,2346.0,2346.0,286.0,2632.0,2886.0,38.5171354,790588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54082.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1612.0,0.0,0.0,0.0,0.0,0.0,0.0,3105.0,1133.0,3105.0,280937.0,0.0,825.0,825.0,667.0,1493.0,49.0,14.41948129,502817.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636426.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1830.0,0.0,0.0,0.0,0.0,0.0,0.0,3269.0,1354.0,3269.0,280044.0,0.0,748.0,748.0,692.0,1439.0,46.0,13.76698515,1636426.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824222.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1708.0,0.0,0.0,0.0,0.0,0.0,0.0,3517.0,1230.0,3517.0,284672.0,0.0,1044.0,1044.0,765.0,1809.0,48.0,13.9053954,1452666.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502817.0
93,27.0,5.0,27.0,5.0,13942.0,14.957,932.0,5.722,0.0,0.0,186.0,15317.0,17081.0,369865.0,1.112,332749.0,0.0,1026401.0,179378.0,25155.0,14.0,1435363.0,593662.0,0.0,7636.0,7636.0,412.0,8048.0,1563.0,33.40561066,2247734.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13509662.0
94,29.0,5.0,29.0,5.0,14365.0,14.978,959.0,5.723,0.0,0.0,186.0,15143.0,16655.0,382940.0,1.112,344385.0,0.0,1033270.0,180547.0,23620.0,20.0,1454196.0,601492.0,0.0,6501.0,6501.0,436.0,6937.0,1305.0,33.72913017,13509662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18236626.0
95,21.0,4.0,21.0,4.0,17747.0,15.073,1177.0,5.717,0.0,0.0,186.0,14621.0,16298.0,380887.0,1.108,343625.0,0.0,1007501.0,176229.0,23807.0,3.0,1429942.0,614242.0,0.0,6865.0,6865.0,622.0,7488.0,1488.0,35.0278036,3345612.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247734.0
96,0.0,0.0,0.0,0.0,5169939.0,17.394,297218.0,5.722,0.0,0.0,663.0,8987.0,50206.0,1878141.0,1.129,1662909.0,0.0,415795.0,72666.0,54565.0,33.0,7518440.0,504984.0,0.0,4357.0,4357.0,2.0,4358.0,40522.0,61.25999315,1359346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,413987.0
97,0.0,0.0,0.0,0.0,5516757.0,17.433,316454.0,5.723,0.0,0.0,663.0,10352.0,50867.0,1788258.0,1.125,1590059.0,0.0,433655.0,75774.0,55916.0,45.0,7794586.0,534840.0,0.0,5049.0,5049.0,0.0,5049.0,39806.0,62.79648656,413987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,573639.0
98,0.0,0.0,1192.0,209.0,6538240.0,17.399,375773.0,5.717,1192.0,209.0,663.0,8091.0,43791.0,1998295.0,1.105,1808519.0,0.0,494355.0,86471.0,49887.0,27.0,9080777.0,507121.0,0.0,4904.0,4904.0,2.0,4905.0,35009.0,64.09286316,249960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1359346.0
99,0.0,0.0,0.0,0.0,38499.0,13.761,2798.0,5.722,0.0,0.0,1842.0,10183.0,13876.0,1893803.0,1.061,1784396.0,179391.0,328643.0,57435.0,154742.0,1851.0,2595078.0,4030644.0,6011.0,128495.0,122484.0,12371.0,140865.0,0.0,189.1398596,1499474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216601.0
100,0.0,0.0,0.0,0.0,27892.0,13.419,2079.0,5.723,0.0,0.0,1842.0,8349.0,12149.0,2238355.0,1.046,2139829.0,161171.0,295015.0,51549.0,142086.0,1958.0,2864519.0,4208312.0,5951.0,116924.0,110973.0,13013.0,129937.0,0.0,193.3738211,1216601.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764829.0
101,0.0,0.0,0.0,0.0,46879.0,13.633,3439.0,5.717,0.0,0.0,1842.0,9310.0,12672.0,1916410.0,1.062,1805197.0,160015.0,364396.0,63739.0,132249.0,1521.0,2619950.0,3911919.0,0.0,106587.0,106587.0,12990.0,119577.0,0.0,185.5592561,2312261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499474.0
